item_id,reference_prefers_target,control_prefers_target,reference_margin,control_margin,reference_p_target,control_p_target,margin_delta,p_target_delta,paired_outcome
memotrap_0,True,True,0.0904218291980068,0.1279012217275514,0.5452109145990034,0.5639506108637757,0.03747939252954459,0.018739696264772343,both_correct
memotrap_1,True,True,0.8927928156469092,0.8927928156469092,0.9463964078234546,0.9463964078234546,0.0,0.0,both_correct
memotrap_10,True,True,0.9990878713431706,0.9990878713431706,0.9995439356715852,0.9995439356715852,0.0,0.0,both_correct
memotrap_11,True,True,0.983188735749274,0.983188735749274,0.991594367874637,0.991594367874637,0.0,0.0,both_correct
memotrap_12,False,True,-0.7741782160830434,0.8262594921000732,0.1129108919584782,0.9131297460500366,1.6004377081831165,0.8002188540915585,improvement
memotrap_13,True,True,0.9950465378399564,0.9950465378399564,0.9975232689199782,0.9975232689199782,0.0,0.0,both_correct
memotrap_14,True,True,0.976605888975538,0.976605888975538,0.988302944487769,0.988302944487769,0.0,0.0,both_correct
memotrap_15,True,True,0.9985351720514474,0.9985351720514474,0.9992675860257236,0.9992675860257236,0.0,0.0,both_correct
memotrap_16,True,True,0.244993188614998,0.244993188614998,0.622496594307499,0.622496594307499,0.0,0.0,both_correct
memotrap_17,True,True,0.9695819640691812,0.9695819640691812,0.9847909820345908,0.9847909820345908,0.0,0.0,both_correct
memotrap_18,True,True,0.8466141802096065,0.8466141802096065,0.9233070901048032,0.9233070901048032,0.0,0.0,both_correct
memotrap_19,True,True,0.999543839246164,0.999543839246164,0.999771919623082,0.999771919623082,0.0,0.0,both_correct
memotrap_2,True,True,0.9963853722582368,0.9963853722582368,0.9981926861291184,0.9981926861291184,0.0,0.0,both_correct
memotrap_20,True,True,0.9736557477393444,0.9736557477393444,0.9868278738696724,0.9868278738696724,0.0,0.0,both_correct
memotrap_21,True,True,0.9997374990993269,0.9997374990993269,0.9998687495496634,0.9998687495496634,0.0,0.0,both_correct
memotrap_22,True,True,0.5495511399983434,0.5495511399983434,0.7747755699991716,0.7747755699991716,0.0,0.0,both_correct
memotrap_23,True,True,0.7340773057974872,0.7340773057974872,0.8670386528987436,0.8670386528987436,0.0,0.0,both_correct
memotrap_24,True,True,0.979758573686532,0.979758573686532,0.989879286843266,0.989879286843266,0.0,0.0,both_correct
memotrap_25,False,False,-0.9595944289920858,-0.4314892965456935,0.0202027855039571,0.2842553517271532,0.5281051324463923,0.2640525662231961,both_wrong
memotrap_26,True,True,0.9976544401010824,0.9976544401010824,0.9988272200505413,0.9988272200505413,0.0,0.0,both_correct
memotrap_27,False,True,-0.0371223492435343,0.0458310517000411,0.4814388253782328,0.5229155258500205,0.0829534009435754,0.04147670047178775,improvement
memotrap_28,True,True,0.3533383215368447,0.3533383215368447,0.6766691607684223,0.6766691607684223,0.0,0.0,both_correct
memotrap_29,True,True,0.964016602154442,0.964016602154442,0.982008301077221,0.982008301077221,0.0,0.0,both_correct
memotrap_3,True,True,0.9855146550081938,0.9855146550081938,0.992757327504097,0.992757327504097,0.0,0.0,both_correct
