task,baseline,n,target_win_rate,mean_p_target,mean_margin
memotrap,pccf_pid_lite,88,0.7613636363636364,0.7302697459920992,0.46053949198419825
memotrap,standard,88,0.6818181818181818,0.652674532631325,0.3053490652626501
